City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
172,Cidreira,BR,-30.1811,-50.2056,74.53,94,36,6.35,scattered clouds,2022-02-26 05:22:34
173,Khanu Woralaksaburi,TH,16.0617,99.8606,91.83,28,35,3.0,scattered clouds,2022-02-26 05:26:04
174,Tura,IN,25.5198,90.2201,77.95,44,2,3.18,clear sky,2022-02-26 05:22:23
175,Tadine,NC,-21.55,167.8833,76.96,85,100,11.45,overcast clouds,2022-02-26 05:26:04
176,Narsaq,GL,60.9167,-46.05,12.42,96,100,2.24,light snow,2022-02-26 05:19:56
177,Kruisfontein,ZA,-34.0033,24.7314,67.89,87,6,2.55,clear sky,2022-02-26 05:19:34
178,Ribeira Grande,PT,38.5167,-28.7,61.16,89,94,18.48,overcast clouds,2022-02-26 05:20:01
179,Zelenoborsk,RU,61.4669,64.0333,21.27,86,44,8.97,scattered clouds,2022-02-26 05:26:04
180,Barrow,US,71.2906,-156.7887,3.22,78,100,35.68,overcast clouds,2022-02-26 05:17:21
181,Namibe,AO,-15.1961,12.1522,76.41,81,91,6.02,overcast clouds,2022-02-26 05:20:44
182,Baykit,RU,61.67,96.37,21.29,91,100,1.92,overcast clouds,2022-02-26 05:20:34
183,Manzhouli,CN,49.6,117.4333,14.38,82,31,13.27,scattered clouds,2022-02-26 05:26:05
184,Mazatlan,MX,23.2167,-106.4167,65.91,87,0,3.0,clear sky,2022-02-26 05:21:31
185,Hirara,JP,24.8,125.2833,75.06,60,40,19.57,scattered clouds,2022-02-26 05:26:06
186,Tiksi,RU,71.6872,128.8694,-2.25,95,100,7.94,overcast clouds,2022-02-26 05:19:37
187,Kyzyl-Suu,KG,42.3414,78.0056,32.97,95,100,2.91,light snow,2022-02-26 05:26:06
188,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.96,92,11,1.81,few clouds,2022-02-26 05:26:06
189,Great Falls,US,47.5002,-111.3008,18.79,63,0,12.66,clear sky,2022-02-26 05:21:25
190,Bahia Blanca,AR,-38.7196,-62.2724,70.25,49,1,7.18,clear sky,2022-02-26 05:26:07
191,Ishigaki,JP,24.3448,124.1572,73.53,60,20,13.8,few clouds,2022-02-26 05:26:07
192,Auki,SB,-8.7676,160.7034,83.57,74,99,8.46,overcast clouds,2022-02-26 05:21:57
193,Lebu,CL,-37.6167,-73.65,59.4,95,42,8.95,scattered clouds,2022-02-26 05:16:13
194,Kokkola,FI,63.8385,23.1307,21.36,76,0,8.05,clear sky,2022-02-26 05:26:08
195,Namatanai,PG,-3.6667,152.4333,83.46,76,96,6.82,light rain,2022-02-26 05:21:54
196,Fortuna,US,40.5982,-124.1573,41.94,92,0,10.36,clear sky,2022-02-26 05:20:18
197,Gornopravdinsk,RU,60.05,69.9,19.15,93,61,8.32,broken clouds,2022-02-26 05:20:11
198,Butaritari,KI,3.0707,172.7902,82.04,77,21,17.31,few clouds,2022-02-26 05:20:07
199,Bonavista,CA,48.6499,-53.1147,20.12,61,99,11.23,overcast clouds,2022-02-26 05:21:27
200,Salalah,OM,17.0151,54.0924,72.57,60,5,1.81,clear sky,2022-02-26 05:21:38
201,Charters Towers,AU,-20.1,146.2667,98.28,20,20,6.26,few clouds,2022-02-26 05:26:08
202,Santiago,CL,-33.4569,-70.6483,70.99,44,0,6.91,clear sky,2022-02-26 05:26:09
203,Encs,HU,48.3333,21.1333,33.6,68,96,6.15,overcast clouds,2022-02-26 05:26:09
204,Moshenskoye,RU,58.5102,34.5911,30.99,95,100,11.52,light snow,2022-02-26 05:26:09
205,Znamenskoye,RU,57.1281,73.8282,18.77,92,88,6.8,overcast clouds,2022-02-26 05:26:10
206,Port Alfred,ZA,-33.5906,26.891,72.03,79,42,15.08,scattered clouds,2022-02-26 05:16:04
207,Coquimbo,CL,-29.9533,-71.3436,60.53,94,0,3.44,clear sky,2022-02-26 05:20:30
208,Belaya Gora,RU,68.5333,146.4167,-4.31,93,100,6.08,overcast clouds,2022-02-26 05:26:10
209,Itaituba,BR,-4.2761,-55.9836,72.64,99,92,1.43,light rain,2022-02-26 05:26:11
210,Garden City,US,42.3256,-83.331,24.98,75,100,5.75,overcast clouds,2022-02-26 05:21:15
211,Meulaboh,ID,4.1363,96.1285,78.21,82,100,2.24,overcast clouds,2022-02-26 05:21:21
212,Poum,NC,-20.2333,164.0167,76.89,90,100,26.8,overcast clouds,2022-02-26 05:21:20
213,Mnogovershinnyy,RU,53.9353,139.9242,14.14,66,35,4.03,scattered clouds,2022-02-26 05:26:13
214,Iqaluit,CA,63.7506,-68.5145,-18.67,69,100,13.8,overcast clouds,2022-02-26 05:22:21
215,Cabo San Lucas,MX,22.8909,-109.9124,69.51,73,78,1.99,broken clouds,2022-02-26 05:20:20
216,Swellendam,ZA,-34.0226,20.4417,62.98,85,9,2.24,clear sky,2022-02-26 05:24:34
217,Devils Lake,US,48.1128,-98.8651,3.18,80,0,11.5,clear sky,2022-02-26 05:26:14
218,Nemuro,JP,43.3236,145.575,37.83,77,16,15.79,few clouds,2022-02-26 05:20:59
219,Port Hedland,AU,-20.3167,118.5667,95.05,63,4,10.36,clear sky,2022-02-26 05:20:31
220,Klyuchi,RU,52.2667,79.1667,22.64,93,94,7.72,overcast clouds,2022-02-26 05:26:16
221,Lebanon,US,36.2081,-86.2911,33.58,82,100,8.05,overcast clouds,2022-02-26 05:26:16
222,Airai,TL,-8.9266,125.4092,66.13,84,100,5.77,overcast clouds,2022-02-26 05:19:36
223,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,50,75,4.47,broken clouds,2022-02-26 05:21:55
224,Chokurdakh,RU,70.6333,147.9167,-5.17,98,100,4.81,overcast clouds,2022-02-26 05:19:46
225,Skibotn,NO,69.3913,20.2679,24.89,96,75,10.11,broken clouds,2022-02-26 05:26:17
226,Yangshe,CN,31.8899,120.6052,58.64,45,2,11.43,clear sky,2022-02-26 05:26:18
227,Pevek,RU,69.7008,170.3133,-4.41,95,100,4.76,overcast clouds,2022-02-26 05:19:38
228,Beringovskiy,RU,63.05,179.3167,23.32,95,100,15.12,light snow,2022-02-26 05:19:41
229,Ugoofaaru,MV,5.6667,73.0,83.01,70,41,11.9,scattered clouds,2022-02-26 05:21:16
230,Verkhnevilyuysk,RU,63.4453,120.3167,0.45,87,100,8.28,overcast clouds,2022-02-26 05:26:20
231,Denpasar,ID,-8.65,115.2167,83.86,83,20,8.05,few clouds,2022-02-26 05:26:20
232,Sulecin,PL,52.4443,15.1168,39.07,86,88,6.46,overcast clouds,2022-02-26 05:26:20
233,Upata,VE,8.0086,-62.3989,69.13,96,51,4.65,broken clouds,2022-02-26 05:25:06
234,Novikovo,RU,51.1537,37.8879,32.63,99,100,4.23,light snow,2022-02-26 05:26:21
235,Marawi,PH,7.9986,124.2928,72.64,68,94,9.31,overcast clouds,2022-02-26 05:24:47
236,Komyshnya,UA,50.1859,33.684,31.55,81,82,6.17,broken clouds,2022-02-26 05:26:21
237,Srandakan,ID,-7.9386,110.2506,84.49,66,98,5.37,overcast clouds,2022-02-26 05:26:21
238,Tuktoyaktuk,CA,69.4541,-133.0374,-25.6,75,0,0.0,clear sky,2022-02-26 05:19:39
239,Arraial Do Cabo,BR,-22.9661,-42.0278,74.91,87,9,8.28,clear sky,2022-02-26 05:19:37
240,Vysokogornyy,RU,50.1167,139.15,23.94,84,100,6.73,light snow,2022-02-26 05:26:22
241,Laguna,US,38.421,-121.4238,50.34,55,0,0.0,clear sky,2022-02-26 05:17:18
242,Ibotirama,BR,-12.1853,-43.2206,76.95,62,82,1.66,broken clouds,2022-02-26 05:25:40
243,Ilulissat,GL,69.2167,-51.1,1.42,85,75,6.91,light snow,2022-02-26 05:19:55
244,Bethel,US,41.3712,-73.414,26.04,58,0,10.36,clear sky,2022-02-26 05:20:54
245,Teluknaga,ID,-6.0989,106.6381,86.61,78,40,16.11,scattered clouds,2022-02-26 05:26:23
246,Razdolinsk,RU,58.4211,94.6658,23.95,91,100,9.69,overcast clouds,2022-02-26 05:26:23
247,Longyearbyen,SJ,78.2186,15.6401,1.24,66,75,14.97,broken clouds,2022-02-26 05:20:25
248,Sur,OM,22.5667,59.5289,78.03,44,0,1.07,clear sky,2022-02-26 05:22:58
249,Samfya,ZM,-11.3649,29.5565,63.82,93,100,4.05,overcast clouds,2022-02-26 05:26:23
250,Maua,BR,-23.6678,-46.4614,70.36,86,32,1.23,scattered clouds,2022-02-26 05:26:24
251,Dekar,BW,-21.5333,21.9333,67.66,71,56,7.58,broken clouds,2022-02-26 05:22:42
252,Prince Rupert,CA,54.3161,-130.3201,42.49,65,100,23.02,overcast clouds,2022-02-26 05:25:08
